순번,행정구역(구),행정구역(동),행정구역(리),지번,교차로,신호등존재유무,가로길이,세로길이,면적,경도,위도
3200,강서구,명지동,,2984-125,임해단지(7)(명지주거단지4지점),유,6,16,104,128.9122948,35.08874965
3201,강서구,명지동,,2984-125,임해단지(7)(명지주거단지4지점),유,9,33,253,128.9124986,35.08904950
3202,강서구,명지동,,Apr-84,임해단지(6)-반감응식,유,8,31,256,128.9183834,35.09049405
3203,강서구,명지동,,1526-9,임해단지(3)명지동리,유,9,28,238,128.9270319,35.09778770
3204,강서구,명지동,,1502-9,임해단지(3)명지동리,유,8,28,237,128.9273500,35.09883864
3205,강서구,명지동,,1556,임해단지(3)명지동리,유,9,28,238,128.9278365,35.10046131
3206,강서구,명지동,,Dec-35,임해단지(4)명지하신입구,유,9,29,263,128.9254194,35.09351804
3207,강서구,봉림동,,1062-1,가락초교해포분교,유,9,36,328,128.8986580,35.16997273
3208,강서구,대저1동,,1406-18,진흥주유소,유,6,9,54,128.9696522,35.21492802
3209,강서구,명지동,,608-1176,낙동사회복지관,유,9,26,233,128.9034701,35.11889382
3210,강서구,명지동,,3201,강서경찰서입구,유,7,26,171,128.9071749,35.11786713
3211,강서구,명지동,,3201,강서경찰서입구,유,5,14,54,128.9072772,35.11767048
3212,강서구,대저1동,,727-2,대상지하차도,유,8,27,151,128.9739996,35.21166441
3213,강서구,대저1동,,727-2,대상지하차도,유,8,41,271,128.9741908,35.21165463
3214,강서구,대저1동,,727-2,대상지하차도,유,14,27,165,128.9743845,35.21163696
3215,강서구,대저2동,,Jul-47,작지마을,유,10,39,396,128.9502199,35.14337021
3216,강서구,대저2동,,Nov-50,맥도마을,유,10,39,392,128.9536051,35.15123358
3217,강서구,대저2동,,Jan-57,강변가든,유,8,43,318,128.9555311,35.15550749
3218,강서구,대저2동,,2551-99,서부산I/C,유,6,8,45,128.9561225,35.15798468
3219,강서구,대저2동,,2551-99,서부산I/C,유,8,26,183,128.9561241,35.15779337
3220,강서구,대저2동,,2551-99,서부산I/C,유,11,36,376,128.9563477,35.15756829
3221,강서구,대저2동,,Oct-84,본리부락,유,8,44,362,128.9586706,35.16323273
3222,강서구,대저2동,,Jan-52,동방부락,유,9,43,372,128.9598212,35.17357792
3223,강서구,대저2동,,Apr-87,대저2동사무소,유,7,18,134,128.9579004,35.17921537
3224,강서구,대저2동,,Feb-41,대저2동사무소,유,8,18,148,128.9581699,35.17929297
3225,강서구,대저2동,,1851-5,공항파출소,유,8,36,291,128.9537027,35.18135086
3226,강서구,대저1동,,1239-5,등구마을,유,9,39,335,128.9632955,35.19413357
3227,강서구,대저1동,,21-Feb,신덕마을,유,9,39,349,128.9696835,35.20069347
3228,강서구,대저1동,,2836-13,신덕삼거리,유,6,8,51,128.9740844,35.20408039
3229,강서구,대저1동,,2836-13,신덕삼거리,유,9,33,314,128.9744022,35.20388704
3230,강서구,대저1동,,May-87,서강여고,유,4,8,33,128.9819093,35.21282035
3231,강서구,대저1동,,Mar-55,강서구청,유,4,8,31,128.9800799,35.21403066
3232,강서구,대저1동,,Feb-86,강서구청,유,4,7,30,128.9806055,35.21370145
3233,강서구,대저1동,,734,대저사거리,유,9,43,210,128.9739942,35.21473603
3234,강서구,대저1동,,734,대저사거리,유,8,37,276,128.9742296,35.21450880
3235,강서구,대저1동,,750-25,대저사거리,유,8,11,87,128.9749056,35.21465549
3236,강서구,대저1동,,1490-2,소년감별소,유,6,10,61,128.9626377,35.21519584
3237,강서구,대저1동,,1490-2,소년감별소,유,6,10,59,128.9646723,35.21518263
3238,강서구,대저1동,,1583,대저초교,유,4,10,41,128.9559892,35.21467657
3239,강서구,대저1동,,1676-2,부산구치소,유,8,10,77,128.9509737,35.21408596
3240,강서구,대저1동,,1703-13,부산구치소,유,8,10,85,128.9509495,35.21391848
3241,강서구,대저1동,,1660-1,부산구치소,유,9,28,244,128.9519858,35.21390119
3242,강서구,대저1동,,1622-2,부산구치소,유,4,10,43,128.9537557,35.21400910
3243,강서구,대저1동,,1691-3,평강삼거리,유,7,25,164,128.9478465,35.21448780
3244,강서구,대저1동,,1748-3,평강삼거리,유,6,19,105,128.9479282,35.21427412
3245,강서구,대저1동,,1676-2,평강삼거리,유,7,28,183,128.9498021,35.21411959
3246,강서구,강동동,,29-167,용화사,유,9,26,219,128.9439835,35.21579530
3247,강서구,강동동,,101-4,대사약방,유,9,29,251,128.9405073,35.21695250
3248,강서구,강동동,,127-1,대사초등학교,유,9,26,226,128.9350539,35.21881375
3249,강서구,강동동,,101-4,대사초등학교,유,5,24,102,128.9375022,35.21780973
3250,강서구,강동동,,101-87,대사초등학교,유,9,28,236,128.9374030,35.21800315
3251,강서구,강동동,,250-108,강동우체국,유,6,26,166,128.9329712,35.21954961
3252,강서구,죽림동,,1113-4,가락중학교,유,8,17,137,128.9042560,35.18918859
3253,강서구,죽림동,,8,가락중학교,유,8,17,139,128.9044516,35.19045436
3254,강서구,녹산동,,252-1,녹명초교,유,8,24,196,128.8862788,35.11434481
3255,강서구,명지동,,510-1,청량사입구,유,16,32,274,128.9192849,35.11470740
3256,강서구,명지동,,400-2,청량사입구,유,6,14,86,128.9195684,35.11482900
3257,강서구,명지동,,616-140,명지중리입구,유,6,38,230,128.9302662,35.10809363
3258,강서구,명지동,,1-308,명지중리입구,유,5,9,47,128.9317486,35.11030120
3259,금정구,서동,,512-13,서동초교,유,8,9,73,129.0985888,35.21895477
3260,동래구,온천동,,1758-4,식물원앞,유,6,14,88,129.0780411,35.22620438
3261,금정구,장전동,,713,"장전2동사무소(온천화목타운직결)",유,7,13,77,129.0822377,35.22551928
3262,금정구,장전동,,713,장전동 장미슈퍼,유,7,12,80,129.0778477,35.22727396
3263,금정구,구서동,,Jan-90,태광산업,유,6,21,104,129.0918627,35.24859210
3264,금정구,구서동,,370-2,태광산업,유,4,24,83,129.0918769,35.24981819
3265,금정구,구서동,,718-7,구서롯데캐슬101동,유,7,13,88,129.0882082,35.24942681
3266,금정구,구서동,,718-9,구서롯데캐슬101동,유,7,11,77,129.0881335,35.24928273
3267,금정구,구서동,,252-7,E마트 금정점,유,6,13,79,129.0905030,35.24884613
3268,금정구,장전동,,717,금정초교,유,7,8,47,129.0831366,35.22717603
3269,금정구,장전동,,717,금정초교,유,6,16,88,129.0831058,35.22731104
3270,금정구,장전동,,717,금정초교,유,4,9,34,129.0832617,35.22740645
3271,금정구,장전동,,717,금정초교,유,6,10,55,129.0832852,35.22724132
3272,동래구,명륜동,,754-0,온천입구4거리,유,6,13,79,129.0862119,35.21731681
3273,금정구,남산동,,857-9,남산고교앞삼거리,유,7,12,84,129.0844318,35.26702013
3274,금정구,남산동,,973-9,금샘초등학교,유,7,12,74,129.0852108,35.26907234
3275,금정구,구서동,,87-53,구서여중입구,유,7,10,71,129.0885737,35.24811812
3276,금정구,장전동,,337-9,장전조흥은행,유,4,13,50,129.0861402,35.22828141
3277,금정구,장전동,,415-7,동신외과-부대앞,유,7,8,51,129.0863584,35.23124474
3278,금정구,부곡동,,213-5,장전역,유,7,12,82,129.0878621,35.23812776
3279,금정구,부곡동,,111-8,장전교,유,5,16,68,129.0877592,35.23994174
3280,금정구,부곡동,,112-4,장전교,유,8,16,97,129.0878907,35.23981908
3281,금정구,구서동,,718-7,구서롯데캐슬101동,유,7,12,91,129.0878974,35.24945532
3282,금정구,부곡동,,65-33,쌍용아파트주변,유,8,26,146,129.0904348,35.23959142
3283,금정구,구서동,,704,구서롯데캐슬6번출구,유,8,13,101,129.0863177,35.24946399
3284,금정구,구서동,,714-3,구서롯데캐슬6번출구,유,8,12,94,129.0852664,35.24935676
3285,금정구,구서동,,산136-1,구서롯데캐슬6번출구,유,8,20,158,129.0849325,35.24955453
3286,금정구,남산동,,Jan-92,남산주유소,유,4,15,59,129.0929268,35.26634660
3287,금정구,장전동,,116-23,제일김약국,유,7,9,55,129.0864384,35.23981722
3288,금정구,장전동,,213-7,장전동어린이놀이터,유,7,8,54,129.0864839,35.23803256
3289,금정구,구서동,,97-26,파고다맨션,유,7,9,56,129.0867778,35.24298639
3290,금정구,구서동,,654-34,일선약국,유,12,6,86,129.0877391,35.25809215
3291,금정구,구서동,,1001-24,예비군훈련장,유,14,8,106,129.0877279,35.26071400
3292,금정구,구서동,,132-20,예비군훈련장,유,12,8,80,129.0877477,35.26097641
3293,금정구,남산동,,996-22,럭키남산아파트입구,유,7,10,67,129.0884188,35.26390752
3294,금정구,남산동,,1001-51,남산초교,유,7,10,68,129.0880266,35.26222287
3295,금정구,남산동,,99-30,천일아파트,유,7,11,77,129.0889584,35.26699728
3296,금정구,남산동,,99-30,천일아파트,유,7,10,66,129.0891130,35.26711285
3297,금정구,남산동,,101-10,천일아파트,유,7,10,67,129.0892556,35.26696237
3298,금정구,구서동,,8,삼창맨션(남산중학교),유,6,8,51,129.0931677,35.25848773
3299,금정구,남산동,,857-9,남산고교앞삼거리,유,7,13,83,129.0843612,35.26679515
3300,금정구,구서동,,936-8,구서경보아파트앞,유,6,9,52,129.0931229,35.25280968
3301,금정구,구서동,,1006-1,정원빌라,유,7,14,85,129.0862939,35.26241636
3302,금정구,구서동,,1034-2,구서롯데캐슬APT윗쪽길,유,8,14,110,129.0843131,35.25290920
3303,금정구,장전동,,503-1,광명사유치원,유,6,9,56,129.0765304,35.23029029
3304,금정구,부곡동,,333-11,"부곡오시계시장(부곡생마트직결)",유,6,12,73,129.0893755,35.22131321
3305,금정구,장전동,,109-7,장전초교,유,6,9,52,129.0864493,35.24101488
3306,금정구,서동,,211-34,서2동사무소 앞,유,4,7,29,129.1046951,35.21262766
3307,금정구,서동,,산77-3,금정여고뒤 삼거리,유,6,8,44,129.0999424,35.22089528
3308,동래구,온천동,,153-10,온천장소방서(허브스카이),유,6,20,122,129.0851966,35.22218441
3309,금정구,부곡동,,334-1,부라더미싱(상업은행과직결),유,7,11,71,129.0907083,35.22248871
3310,금정구,부곡동,,334-1,부라더미싱(상업은행과직결),유,6,17,111,129.0910904,35.22209688
3311,금정구,부곡동,,337-2,부라더미싱(상업은행과직결),유,4,8,31,129.0908788,35.22330105
3312,금정구,부곡동,,369-11,"부곡오시계시장(부곡생마트직결)",유,6,11,73,129.0882771,35.22034612
3313,금정구,부곡동,,111-8,장전교,유,6,12,77,129.0878790,35.24005391
3314,금정구,구서동,,Oct-62,장전교,유,6,12,72,129.0879193,35.24119051
3315,금정구,남산동,,374-6,,유,8,23,184,129.0927496,35.26817771
3316,금정구,구서동,,415-27,금정교,유,8,26,207,129.0916043,35.24498660
3317,금정구,구서동,,415-27,금정교,유,7,31,123,129.0913342,35.24489731
3318,금정구,구서동,,409-14,구서동부산은행,유,8,9,66,129.0888706,35.24688460
3319,금정구,구서동,,414-74,구서동부산은행,유,7,9,60,129.0886708,35.24514491
3320,금정구,부곡동,,65-33,쌍용아파트주변,유,7,18,106,129.0897512,35.23963531
3321,금정구,서동,,Dec-90,금정전자공고,유,6,12,74,129.1078947,35.22078675
3322,금정구,구서동,,Jan-84,금정경찰서,유,14,30,302,129.0926527,35.24598065
3323,금정구,구서동,,931,금강주유소,유,4,22,92,129.0912156,35.26034957
3324,금정구,부곡동,,337-2,동현초교,유,6,9,47,129.0924569,35.22290942
3325,금정구,구서동,,464-15,함흥맨션,유,7,12,84,129.0893322,35.24283345
3326,금정구,남산동,,604,천일아파트,유,7,11,70,129.0891074,35.26687421
3327,금정구,남산동,,493,란정유치원,유,6,9,57,129.0890009,35.27220912
3328,금정구,서동,,02월 27일,금사중학교,유,7,10,66,129.1066692,35.21987216
3329,금정구,서동,,02월 27일,금사중학교,유,7,10,67,129.1068294,35.22001301
3330,금정구,금사동,,354-1,금사여중,유,9,9,81,129.1106917,35.22209810
3331,금정구,서동,,85-17,금사초교,유,6,10,58,129.1100377,35.21832919
3332,금정구,서동,,134-39,서곡초교,유,7,9,60,129.1050182,35.21857519
3333,금정구,서동,,405,서곡초교,유,5,12,58,129.1048461,35.21860733
3334,금정구,금사동,,131-6,금사동삼일금속앞,유,4,8,30,129.1119137,35.21929835
3335,금정구,금사동,,132-7,금사동삼일금속앞,유,6,7,45,129.1117795,35.21926292
3336,금정구,금사동,,70-18,금사동삼일금속앞,유,4,8,32,129.1117720,35.21938144
3337,금정구,구서동,,811-6,브니엘고교,유,4,25,92,129.1023886,35.25726916
3338,금정구,장전동,,541-48,,유,7,19,133,129.0839755,35.22493943
3339,금정구,구서동,,811-6,브니엘고교,유,6,13,75,129.1023663,35.25742244
3340,금정구,두구동,,37,노포IC진입로,유,3,17,47,129.1012896,35.29120039
3341,금정구,부곡동,,873-73,온천입구-부곡시장,유,7,10,66,129.0873919,35.21854054
3342,금정구,부곡동,,395-1,온천입구-부곡시장,유,4,11,45,129.0878605,35.21952917
3343,금정구,장전동,,232-59,장전현대볼링센터,유,7,8,53,129.0862344,35.23561365
3344,금정구,부곡동,,266-5,부곡로타리,유,7,13,83,129.0911981,35.23094583
3345,금정구,부곡동,,266-5,대동대학(대동간호전문대),유,7,9,62,129.0922947,35.22965375
3346,금정구,부곡동,,334-1,부라더미싱(상업은행과직결),유,4,10,38,129.0912143,35.22214041
3347,금정구,부곡동,,273-13,대동대학(대동간호전문대),유,6,9,60,129.0921250,35.22837266
3348,금정구,부곡동,,235-5,우신아파트,유,4,11,43,129.0914903,35.23333061
3349,금정구,장전동,,298-33,장전조흥은행,유,6,9,55,129.0858528,35.22840628
3350,금정구,장전동,,314-12,장전조흥은행,유,7,12,76,129.0861145,35.22886885
3351,금정구,장전동,,415-7,동신외과-부대앞,유,9,9,73,129.0866975,35.23121718
3352,금정구,장전동,,412-25,동신외과-부대앞,유,12,13,149,129.0865650,35.23142584
3353,금정구,장전동,,415-7,동신외과-부대앞,유,11,16,168,129.0864882,35.23103153
3354,금정구,장전동,,423-34,동신외과-부대앞,유,9,11,95,129.0862750,35.22985539
3355,금정구,장전동,,391-27,대한매일,유,7,11,73,129.0869532,35.23288350
3356,금정구,장전동,,401-10,부산대학정문,유,7,13,93,129.0850281,35.23147411
3357,금정구,장전동,,418-35,부산대학정문,유,7,7,50,129.0850927,35.23132697
3358,금정구,장전동,,418-19,부산대학정문,유,7,9,62,129.0851678,35.23158416
3359,금정구,구서동,,742-7,구서초교,유,11,6,60,129.0877317,35.25481269
3360,금정구,구서동,,742-26,구서초교,유,7,10,64,129.0876193,35.25460546
3361,금정구,구서동,,742-11,구서초교,유,11,6,64,129.0877283,35.25455460
3362,금정구,장전동,,541-48,,유,6,19,115,129.0833753,35.22509368
3363,동래구,명장동,,556-12,서동 서명초등학교,유,7,6,34,129.0954688,35.21554916
3364,금정구,부곡동,,241-1,대신빌라앞,유,6,9,56,129.0924335,35.23341745
3365,금정구,부곡동,,333-17,부라더미싱(상업은행과직결),유,7,10,69,129.0909540,35.22315493
3366,금정구,부곡동,,333-15,부라더미싱(상업은행과직결),유,4,6,22,129.0911365,35.22323441
3367,금정구,부곡동,,308-16,부라더미싱(상업은행과직결),유,7,12,76,129.0914795,35.22461068
3368,금정구,부곡동,,292-5,부곡시장(우리약국),유,7,12,81,129.0917841,35.22567858
3369,금정구,부곡동,,292-5,부곡시장(우리약국),유,7,11,75,129.0919610,35.22705032
3370,금정구,장전동,,680-28,장전조흥은행,유,6,11,65,129.0860112,35.22818221
3371,금정구,남산동,,622,80번 버스종점,유,6,13,84,129.0851784,35.27044395
3372,금정구,남산동,,650-2,80번 버스종점,유,6,14,84,129.0851435,35.27178783
3373,금정구,구서동,,714-3,구서롯데캐슬6번출구,유,6,22,132,129.0849669,35.24918000
3374,금정구,구서동,,1056,구서쌍용예가입구,유,2,5,11,129.0851139,35.24762011
3375,금정구,남산동,,Mar-48,청룡초교,유,4,6,22,129.0928723,35.27093668
3376,금정구,노포동,,133,노포전철역버스회차장앞,유,4,17,70,129.0944264,35.28281100
3377,금정구,청룡동,,577,노포전철후문,유,5,59,245,129.0931058,35.27701572
3378,금정구,장전동,,632-6,금정초교후문,유,6,13,76,129.0857655,35.22616619
3379,금정구,구서동,,132-20,예비군훈련장,유,7,19,111,129.0876055,35.26087012
3380,금정구,구서동,,1001-30,예비군훈련장,유,7,13,90,129.0878411,35.26084348
3381,금정구,부곡동,,225-23,동부증권앞,유,8,26,211,129.0919614,35.23602122
3382,금정구,부곡동,,273-22,부곡전자랜드,유,9,25,215,129.0906554,35.22881838
3383,사하구,당리동,,324-5,대호맨션,유,9,22,178,128.9764001,35.10170915
3384,금정구,노포동,,1025-6,녹동마을,유,6,19,121,129.0842440,35.29671183
3385,금정구,노포동,,1161,희락원,유,6,20,117,129.0874526,35.29372056
3386,금정구,노포동,,581,대룡마을,유,6,20,124,129.0892002,35.28971254
3387,금정구,노포동,,1119-13,작장마을앞,유,6,20,123,129.0915312,35.28318375
3388,금정구,노포동,,710,농수산물유통공사앞,유,6,20,117,129.0917991,35.28151262
3389,금정구,노포동,,288-3,금정경기장,유,7,25,166,129.0986130,35.29149364
3390,금정구,노포동,,산15-5,금정경기장,유,8,28,225,129.0994241,35.29233967
3391,금정구,노포동,,230-12,노포동종합버스터미널앞,유,7,23,150,129.0965225,35.28840308
3392,동래구,온천동,,01월 06일,식물원앞,유,7,24,125,129.0781997,35.22608788
3393,금정구,두구동,,산2-3,두구동볕들집,유,6,15,90,129.1059364,35.30350342
